update,step,steps_per_sec,rollout_sec,learn_sec,episodes,mean_x_pos,flag_rate,mean_coins,mean_game_reward,stall_rate,policy_loss,value_loss,entropy,approx_kl,clipfrac,explained_variance,wall_time
479,1471488,562.9,3.5,1.96,38,781.9736842105264,0.0,0.9210526315789473,707.8157894736842,0.0,-0.00014,15.80445,0.92335,0.00655,0.0839,0.74093,2741.8
480,1474560,546.9,3.59,2.02,38,702.7368421052631,0.0,0.5526315789473685,630.0,0.02631578947368421,-0.00146,9.17363,0.93919,0.00697,0.09025,0.81817,2747.4
481,1477632,576.7,3.42,1.91,29,801.5172413793103,0.0,0.9310344827586207,726.6551724137931,0.0,-0.00667,13.2312,0.92882,0.00977,0.11092,0.73199,2752.7
482,1480704,537.1,3.47,2.25,33,827.0,0.0,0.5757575757575758,751.060606060606,0.0,0.00091,11.28695,1.00084,0.01132,0.13395,0.78531,2758.4
483,1483776,554.6,3.59,1.95,40,708.9,0.0,0.6,635.2,0.025,0.00094,16.32635,0.94445,0.01047,0.13143,0.73708,2764.0
484,1486848,556.0,3.53,1.99,36,872.0277777777778,0.0,0.9166666666666666,797.0833333333334,0.0,-0.00055,13.36024,0.94658,0.00897,0.11377,0.82292,2769.5
485,1489920,557.8,3.59,1.92,29,1016.2068965517242,0.0,1.103448275862069,938.6896551724138,0.0,-0.00075,20.71137,0.88838,0.0055,0.06681,0.66665,2775.0
486,1492992,565.4,3.5,1.93,29,987.0,0.034482758620689655,0.8620689655172413,910.0689655172414,0.0,-0.00131,16.00534,0.9292,0.00539,0.06535,0.72486,2780.5
487,1496064,555.9,3.46,2.06,31,829.1612903225806,0.0,0.3870967741935484,752.7741935483871,0.0,0.00074,13.35316,1.00346,0.0085,0.10286,0.76869,2786.0
488,1499136,560.5,3.41,2.07,32,996.90625,0.0,1.5625,920.15625,0.0,0.00112,20.92523,0.9247,0.01239,0.1416,0.74216,2791.5
489,1502208,532.5,3.68,2.09,45,657.2888888888889,0.0,0.7111111111111111,586.4,0.0,0.00208,14.69885,0.93503,0.00961,0.12191,0.83678,2797.2
490,1505280,563.1,3.43,2.03,31,781.1290322580645,0.0,0.41935483870967744,707.3870967741935,0.0,-0.00236,14.16856,1.05426,0.00691,0.08618,0.79302,2802.8
491,1508352,561.4,3.52,1.96,36,785.1111111111111,0.0,0.5555555555555556,709.1666666666666,0.0,0.00193,17.88081,1.07082,0.01358,0.15299,0.77752,2808.2
492,1511424,557.9,3.5,2.01,28,870.4285714285714,0.0,1.1785714285714286,792.2857142857143,0.0,-0.00083,12.52798,1.11784,0.01146,0.14111,0.82214,2813.7
493,1514496,561.8,3.49,1.98,30,879.1,0.0,1.1,803.1333333333333,0.0,-0.00674,14.27361,1.09422,0.00777,0.10457,0.79338,2819.2
494,1517568,546.7,3.61,2.01,35,828.8857142857142,0.0,0.8285714285714286,753.3714285714286,0.0,0.0046,16.65591,1.06875,0.01678,0.17586,0.70603,2824.8
495,1520640,548.2,3.61,1.99,33,811.6363636363636,0.0,0.6666666666666666,735.2121212121212,0.0,0.00141,16.38602,1.0612,0.00993,0.12744,0.72007,2830.4
496,1523712,545.0,3.51,2.12,37,753.3243243243244,0.0,0.40540540540540543,679.7297297297297,0.0,0.00672,22.93349,1.03972,0.00872,0.10758,0.67546,2836.1
497,1526784,540.0,3.73,1.96,33,813.4545454545455,0.0,1.0303030303030303,738.3636363636364,0.0,-0.00446,13.16391,1.18797,0.00867,0.10465,0.74823,2841.8
498,1529856,534.0,3.68,2.07,39,715.5384615384615,0.0,0.8717948717948718,641.4615384615385,0.0,-0.0036,12.7156,1.13539,0.00697,0.09025,0.69837,2847.5
499,1532928,541.9,3.72,1.95,32,747.875,0.0,0.6875,674.5625,0.0,-8e-05,14.44113,1.02297,0.00812,0.10368,0.76593,2853.2
500,1536000,548.8,3.59,2.0,31,875.5806451612904,0.0,0.8387096774193549,797.9354838709677,0.0,-0.00205,15.76248,1.05976,0.00621,0.08228,0.72736,2858.8
501,1539072,569.4,3.55,1.85,37,684.8378378378378,0.0,0.8648648648648649,612.3783783783783,0.0,0.00235,14.88551,0.97809,0.00969,0.1075,0.77428,2864.2
502,1542144,547.3,3.68,1.93,38,787.5263157894736,0.0,1.3421052631578947,713.1315789473684,0.0,-0.00023,15.66113,1.00024,0.00696,0.08813,0.77653,2869.8
503,1545216,559.0,3.52,1.97,37,766.0,0.0,0.8378378378378378,691.1351351351351,0.0,-0.00196,13.10395,1.00022,0.00836,0.10701,0.81698,2875.3
504,1548288,552.4,3.54,2.02,36,700.7222222222222,0.0,0.75,628.5833333333334,0.0,0.00344,15.80429,1.01181,0.01347,0.14779,0.79621,2880.9
505,1551360,543.0,3.67,1.98,39,792.4615384615385,0.0,0.9487179487179487,719.0512820512821,0.0,-0.00035,11.71339,1.01306,0.01006,0.12809,0.78407,2886.5
506,1554432,558.2,3.52,1.99,31,869.6129032258065,0.0,0.8064516129032258,794.0,0.0,0.0012,11.3732,1.02118,0.00992,0.11979,0.78403,2892.0
507,1557504,519.8,3.91,2.0,40,776.65,0.0,0.7,702.45,0.0,-0.00166,13.28541,1.01344,0.00921,0.12231,0.78441,2897.9
508,1560576,554.8,3.56,1.98,35,784.5714285714286,0.0,1.0857142857142856,711.0285714285715,0.0,0.00151,17.37089,0.95428,0.00704,0.08887,0.72912,2903.5
509,1563648,552.5,3.59,1.97,36,715.5,0.0,0.6666666666666666,643.5833333333334,0.0,-0.00065,11.92604,0.93963,0.01118,0.12183,0.83011,2909.0
510,1566720,563.1,3.53,1.92,30,1048.1666666666667,0.03333333333333333,1.5333333333333334,968.6,0.0,-0.0004,14.38235,0.98332,0.01038,0.13395,0.77944,2914.5
511,1569792,576.9,3.45,1.87,29,878.8620689655172,0.0,0.8620689655172413,803.3448275862069,0.0,0.00717,11.23679,1.0026,0.01329,0.15617,0.79423,2919.8
512,1572864,553.3,3.56,1.99,37,811.8918918918919,0.0,1.0,736.6216216216217,0.0,-0.00053,17.56384,0.90126,0.00675,0.08341,0.77929,2925.4
513,1575936,576.3,3.43,1.9,32,761.03125,0.0,0.75,688.0625,0.0,-0.00189,11.78216,0.92923,0.00882,0.11035,0.83049,2930.7
514,1579008,554.8,3.57,1.97,34,944.9411764705883,0.029411764705882353,1.0,868.0294117647059,0.0,-0.00141,17.04266,0.89866,0.00724,0.0883,0.7992,2936.2
515,1582080,557.2,3.57,1.95,37,802.2432432432432,0.0,0.7567567567567568,728.8108108108108,0.0,-0.00104,16.28291,0.88189,0.00751,0.08927,0.80771,2941.7
516,1585152,546.1,3.68,1.95,42,798.2857142857143,0.0,0.9523809523809523,726.0952380952381,0.0,-0.00276,17.84475,0.83964,0.0083,0.09766,0.78059,2947.4
517,1588224,541.2,3.76,1.92,44,737.75,0.0,0.6590909090909091,665.6590909090909,0.0,0.00113,18.14358,0.92734,0.0103,0.12533,0.70364,2953.1
518,1591296,553.7,3.48,2.07,30,885.8666666666667,0.0,1.4666666666666666,810.6,0.0,0.00024,17.48668,0.91576,0.01001,0.11784,0.76237,2958.6
519,1594368,543.4,3.71,1.95,39,834.9487179487179,0.0,1.1025641025641026,761.2564102564103,0.0,-0.00362,17.22827,0.92538,0.00763,0.09188,0.79042,2964.3
520,1597440,550.3,3.58,2.0,31,886.8064516129032,0.0,0.9032258064516129,811.6774193548387,0.0,0.00109,16.48851,0.88265,0.00921,0.10848,0.78138,2969.8
521,1600512,566.4,3.51,1.91,28,953.0,0.07142857142857142,1.0714285714285714,876.7142857142857,0.0,0.00242,17.07114,0.92104,0.00916,0.0992,0.70498,2975.3
522,1603584,560.2,3.57,1.92,25,934.72,0.0,1.48,857.52,0.0,-0.00065,14.12093,0.88799,0.01103,0.13273,0.83644,2980.8
523,1606656,572.0,3.42,1.95,28,991.7857142857143,0.0,1.9642857142857142,911.75,0.03571428571428571,0.00019,15.04057,0.89475,0.01056,0.13615,0.75084,2986.2
524,1609728,564.2,3.53,1.92,36,952.1388888888889,0.0,0.7777777777777778,874.5555555555555,0.0,-0.00327,16.83493,0.87126,0.00888,0.0992,0.74317,2991.6
525,1612800,554.8,3.61,1.93,35,900.1428571428571,0.0,1.0857142857142856,825.4,0.0,-0.00127,18.12122,0.83442,0.00962,0.11401,0.76798,2997.2
526,1615872,560.4,3.53,1.96,32,919.15625,0.0,0.84375,842.125,0.0,-0.00108,17.47437,0.90234,0.00892,0.10596,0.74239,3002.7
527,1618944,573.9,3.4,1.95,33,792.7575757575758,0.0,0.6363636363636364,719.4242424242424,0.0,0.00081,21.79758,0.87662,0.01183,0.12931,0.6853,3008.0
528,1622016,563.4,3.46,2.0,28,997.2857142857143,0.0,1.0,917.4642857142857,0.0,-0.00384,13.08107,0.92863,0.00676,0.08464,0.81053,3013.5
529,1625088,574.0,3.4,1.95,32,915.59375,0.0,1.46875,840.4375,0.0,-0.00294,17.20295,0.90036,0.00903,0.10539,0.76811,3018.8
530,1628160,538.1,3.67,2.04,37,760.2432432432432,0.0,0.21621621621621623,687.0,0.0,-0.00024,20.24029,0.956,0.00646,0.07511,0.74704,3024.5
531,1631232,550.1,3.56,2.03,35,807.6571428571428,0.0,0.9142857142857143,732.3142857142857,0.0,-0.00163,13.95072,1.00102,0.00862,0.10962,0.83422,3030.1
532,1634304,535.3,3.71,2.03,39,736.4358974358975,0.0,0.6666666666666666,662.6410256410256,0.0,-0.00152,18.31366,0.92354,0.00797,0.09131,0.79347,3035.9
533,1637376,555.5,3.55,1.98,30,944.0333333333333,0.03333333333333333,1.0,868.4,0.0,-9e-05,19.85498,1.00823,0.01171,0.132,0.75573,3041.4
534,1640448,567.5,3.51,1.91,27,898.4814814814815,0.0,1.2962962962962963,821.2962962962963,0.0,0.00058,15.34478,1.00605,0.01225,0.13924,0.73392,3046.8
535,1643520,561.5,3.49,1.98,24,1115.5833333333333,0.0,1.125,1031.4166666666667,0.0,-0.00254,17.82136,0.98602,0.01015,0.13371,0.73204,3052.3
536,1646592,560.2,3.47,2.02,28,1038.9285714285713,0.03571428571428571,1.1785714285714286,961.0357142857143,0.0,-0.00268,15.85783,0.9045,0.00692,0.08862,0.75126,3057.8
537,1649664,551.1,3.52,2.05,33,908.3636363636364,0.0,1.0606060606060606,829.2727272727273,0.0,0.00265,15.19301,0.92924,0.00917,0.10905,0.77913,3063.3
538,1652736,575.0,3.41,1.94,30,719.1666666666666,0.0,0.8333333333333334,646.6,0.0,-0.00118,14.68322,0.93662,0.00907,0.11361,0.75796,3068.7
539,1655808,571.5,3.51,1.87,31,972.0322580645161,0.0,1.1935483870967742,892.258064516129,0.0,0.00073,9.86279,1.0077,0.00737,0.08569,0.82901,3074.1
540,1658880,563.1,3.48,1.98,32,931.84375,0.0,1.1875,856.125,0.0,-0.00031,13.20146,0.98657,0.01025,0.13143,0.80781,3079.5
541,1661952,555.0,3.57,1.96,31,716.3225806451613,0.0,0.45161290322580644,642.2903225806451,0.0,0.00171,19.54926,0.9528,0.0101,0.11515,0.73731,3085.0
542,1665024,527.3,3.73,2.1,37,965.1891891891892,0.0,1.6756756756756757,889.2162162162163,0.0,0.00329,19.71214,0.95712,0.00943,0.11279,0.75593,3090.9
543,1668096,532.8,3.78,1.99,36,783.1944444444445,0.0,0.6111111111111112,709.25,0.0,0.0013,16.53978,0.92514,0.01162,0.1285,0.73172,3096.6
544,1671168,571.9,3.47,1.9,27,1002.8148148148148,0.037037037037037035,1.5185185185185186,925.2962962962963,0.0,0.00182,17.47218,0.96484,0.00886,0.12085,0.78129,3102.0
545,1674240,563.0,3.55,1.91,28,977.8928571428571,0.0,0.9642857142857143,900.2142857142857,0.0,-0.00093,13.60588,0.99559,0.00959,0.12435,0.83065,3107.5
546,1677312,554.7,3.54,1.99,32,857.53125,0.0,1.34375,781.46875,0.0,0.00131,16.0738,0.98737,0.01214,0.14429,0.76522,3113.0
547,1680384,583.5,3.31,1.96,21,1111.7142857142858,0.047619047619047616,1.380952380952381,1028.1904761904761,0.0,-0.00026,14.44617,1.04337,0.00953,0.12028,0.81185,3118.3
548,1683456,534.3,3.76,1.99,38,881.5,0.02631578947368421,0.9736842105263158,805.9473684210526,0.0,0.00202,19.57245,1.03189,0.01002,0.11613,0.72915,3124.0
549,1686528,568.9,3.41,1.99,33,801.7878787878788,0.030303030303030304,0.9090909090909091,727.7878787878788,0.0,0.00065,11.02558,1.03984,0.01005,0.12614,0.79128,3129.4
550,1689600,578.4,3.34,1.97,24,995.2083333333334,0.041666666666666664,1.125,915.2916666666666,0.0,-0.0017,16.25133,1.03885,0.01102,0.13298,0.8273,3134.7
551,1692672,553.8,3.51,2.03,33,1045.5151515151515,0.030303030303030304,1.4545454545454546,967.7878787878788,0.0,0.00389,24.2328,0.97956,0.00879,0.10083,0.69736,3140.3
552,1695744,526.2,3.85,1.98,42,722.2619047619048,0.0,0.7142857142857143,650.3809523809524,0.0,0.00434,20.7097,1.04121,0.01132,0.13428,0.70716,3146.1
553,1698816,555.5,3.49,2.04,25,898.28,0.0,0.68,821.92,0.0,-0.00192,11.84983,1.05047,0.01146,0.15259,0.77257,3151.7
554,1701888,541.7,3.68,1.99,40,854.15,0.025,1.05,779.125,0.0,-0.00035,14.09983,0.98196,0.0145,0.16154,0.79461,3157.3
555,1704960,566.9,3.47,1.95,32,884.1875,0.0,1.625,809.90625,0.0,0.00069,22.7075,0.92522,0.01054,0.13346,0.71043,3162.8
556,1708032,558.7,3.47,2.03,28,1013.5714285714286,0.03571428571428571,1.1785714285714286,936.6785714285714,0.0,0.00498,15.29284,0.88142,0.01124,0.12476,0.77984,3168.3
557,1711104,548.9,3.64,1.96,35,776.1428571428571,0.0,0.8,701.0285714285715,0.0,0.00051,17.29444,1.00883,0.01407,0.14412,0.79584,3173.9
558,1714176,539.9,3.67,2.02,40,721.0,0.0,0.525,648.8,0.0,0.00323,17.92674,0.97882,0.01062,0.11442,0.7401,3179.6
559,1717248,549.2,3.63,1.97,41,766.0731707317074,0.0,1.024390243902439,693.5121951219512,0.0,0.00245,15.63926,0.93966,0.01355,0.13574,0.81583,3185.2
